Adjustment,Date,Company,ISIN
-,2025-01-31,IchimasaKamaboko,JP3142200009
-,2025-01-31,Idea Consultants,JP3380200000
-,2025-01-31,IFIS Japan,JP3105070001
-,2025-01-31,Ifuji Sangyo,JP3148950003
-,2025-01-31,IK Hldg,JP3101100000
-,2025-01-31,IkegamiTsushinki,JP3132000005
-,2025-01-31,IKK Holdings,JP3101120008
-,2025-01-31,Ikka Hldg,JP3142360001
-,2025-01-31,Imasen Elec Inds,JP3149100004
-,2025-01-31,Impress Holdings,JP3153900000
-,2025-01-31,Innovation Hldg,JP3547690002
-,2025-01-31,Intellex,JP3153150002
-,2025-01-31,Intelligent Wave,JP3153100007
-,2025-01-31,Interworks Confi,JP3306470000
-,2025-01-31,Ishikawa Seisaku,JP3135200008
-,2025-01-31,Ishizuka Glass,JP3136000001
-,2025-01-31,Izutsuya,JP3142400005
-,2025-01-31,JAIC,JP3686150008
-,2025-01-31,Japan Craft Hldg,JP3810600001
-,2025-01-31,Japan Foundation,JP3697400004
-,2025-01-31,Japan Oil Trans,JP3724600006
-,2025-01-31,Jimoto Holdings,JP3387970001
-,2025-01-31,Joban Kosan,JP3393400001
-,2025-01-31,JTEC,JP3386660009
-,2025-01-31,Kadoya Sesame,JP3214400008
-,2025-01-31,Kasai Kogyo,JP3208600001
-,2025-01-31,Katakura & Co-op,JP3211800002
-,2025-01-31,Kato Works,JP3213800000
-,2025-01-31,Kawanishi Wrhse,JP3226800005
-,2025-01-31,Kawata Mfg.,JP3225900004
-,2025-01-31,Keihin,JP3279800001
-,2025-01-31,Kichiri Holdings,JP3240300008
-,2025-01-31,Kimoto,JP3242600009
-,2025-01-31,Kimura Unity,JP3242500001
-,2025-01-31,Kimuratan,JP3242400004
-,2025-01-31,King,JP3261200004
-,2025-01-31,Kinki Sharyo,JP3258800006
+,2025-01-31,Kioxia Hldg,JP3236330001
-,2025-01-31,Kitakei,JP3237400001
-,2025-01-31,Kitano Constr,JP3240000004
-,2025-01-31,Kitazawa Sangyo,JP3237600006
-,2025-01-31,Kobayashi Yoko,JP3301300004
-,2025-01-31,Kogi,JP3286400001
-,2025-01-31,Komaihaltec,JP3302600006
-,2025-01-31,KONAKA,JP3300000001
-,2025-01-31,Kose RE,JP3283670002
-,2025-01-31,Kosei Securities,JP3288800000
-,2025-01-31,Kubotek,JP3266600000
-,2025-01-31,Kunimine Inds,JP3266200009
-,2025-01-31,Kuraudia Hldg,JP3267800005
-,2025-01-31,Kuwazawa Hldg,JP3273200000
-,2025-01-31,Kyoei Sangyo,JP3247200003
-,2025-01-31,Kyoei Tanker,JP3247600004
-,2025-01-31,Kyoritsu,JP3253610004
-,2025-01-31,Kyoto Kimono,JP3250600008
-,2025-01-31,Kyowa Elec Instr,JP3255200002
-,2025-01-31,Kyowa Leather,JP3256400007
-,2025-01-31,Kyushu Leasing,JP3247000007
-,2025-01-31,Land Business,JP3968850002
-,2025-01-31,Lecip Holdings,JP3979550005
-,2025-01-31,Linical,JP3974530002
-,2025-01-31,Link-U Group,JP3977060007
-,2025-01-31,Livesense,JP3974740007
-,2025-01-31,Maezawa Ind,JP3860400005
-,2025-01-31,Mainichi Comnet,JP3860280001
-,2025-01-31,March,JP3875000006
-,2025-01-31,MarketEnterprise,JP3860190002
-,2025-01-31,Marubeni Constr,JP3878000003
-,2025-01-31,Maruwn,JP3871600007
-,2025-01-31,Maruyama MFG,JP3878800006
-,2025-01-31,Maruzen CHI Hldg,JP3346330008
-,2025-01-31,Matsuoka Corp,JP3863900001
-,2025-01-31,MEIHO,JP3920400003
-,2025-01-31,Meiji Shipping,JP3916200003
-,2025-01-31,Meiwa Industry,JP3920800004
-,2025-01-31,Mercuria Hldg,JP3860160005
-,2025-01-31,MERF,JP3272780002
-,2025-01-31,Migalo Hldgs,JP3882500006
-,2025-01-31,Mikuni,JP3882800000
-,2025-01-31,Miraial,JP3910570005
-,2025-01-31,Misawa,JP3883750006
-,2025-01-31,Mitachi,JP3886200009
-,2025-01-31,Mitsubishi Paper,JP3901200000
-,2025-01-31,Mitsumura Print,JP3904800004
-,2025-01-31,Miyoshi Oil&Fat,JP3910400005
-,2025-01-31,Mobile Factory,JP3922980002
-,2025-01-31,Molitec Steel,JP3925800009
-,2025-01-31,Moresco,JP3868850003
-,2025-01-31,MS&Consulting,JP3167340003
-,2025-01-31,MSJ,JP3752500003
-,2025-01-31,Mugen Estate,JP3912500000
-,2025-01-31,Mutoh Holdings,JP3914000009
-,2025-01-31,Mynet,JP3860330004
-,2025-01-31,Naigai,JP3640800003
-,2025-01-31,Nakamoto Packs,JP3646100002
-,2025-01-31,Nakano,JP3643600004
-,2025-01-31,Nakayamafuku,JP3646600001
-,2025-01-31,Nakayo,JP3646800007
-,2025-01-31,Nanyo,JP3653700009
-,2025-01-31,Narumiya Intl,JP3652010004
-,2025-01-31,NDC,JP3740800002
-,2025-01-31,Needs Well,JP3654100001
-,2025-01-31,New Japan Chem,JP3382600009
-,2025-01-31,NEXYZ.Group,JP3758020006
-,2025-01-31,NHN Yamamura Gls,JP3752800007
-,2025-01-31,Nicca Chemical,JP3666700004
-,2025-01-31,Nice Co,JP3641300003
-,2025-01-31,NICHIA STEEL,JP3660000005
-,2025-01-31,Nichimo,JP3664400003
-,2025-01-31,Nihon Enterprise,JP3689470007
-,2025-01-31,Nihon Plast,JP3749200006
-,2025-01-31,Nihon Tokushu,JP3739000002
-,2025-01-31,Niitaka,JP3657250001
-,2025-01-31,Nikkato,JP3667000008
-,2025-01-31,Nippon Aqua,JP3686140009
-,2025-01-31,Nippon BS,JP3746000003
-,2025-01-31,Nippon Chemiphar,JP3701600003
-,2025-01-31,Nippon Chutetsu,JP3728600002
-,2025-01-31,Nippon Felt,JP3749000000
-,2025-01-31,Nippon Filcon,JP3748600008
-,2025-01-31,Nippon Gear,JP3698800004
-,2025-01-31,Nippon Kinzoku,JP3698000001
-,2025-01-31,Nippon Koshuha,JP3706400003
-,2025-01-31,Nitta Gelatin,JP3679870000
-,2025-01-31,Nitto Seimo,JP3683600005
-,2025-01-31,Nomura System,JP3762500001
-,2025-01-31,NTSH,JP3587800008
-,2025-01-31,Ochi Holdings,JP3196630002
-,2025-01-31,ODK Solutions,JP3172440004
-,2025-01-31,Ohba,JP3189600004
-,2025-01-31,Oie Sangyo,JP3174150007
-,2025-01-31,Oizumi,JP3170100006
-,2025-01-31,Okada Aiyon,JP3191400005
-,2025-01-31,Okaya Elec Inds,JP3193600008
-,2025-01-31,OLBA Healthcare,JP3226700007
-,2025-01-31,Olympic Group,JP3201400003
-,2025-01-31,Ono Sokki,JP3196800001
-,2025-01-31,Oomitsu,JP3190430003
-,2025-01-31,Origin Co,JP3200400004
-,2025-01-31,OUG Holdings,JP3180000006
-,2025-01-31,Oval,JP3173200001
-,2025-01-31,Ozu Corp,JP3196650000
-,2025-01-31,p-ban.com,JP3801640008
-,2025-01-31,Paris Miki Hldg,JP3882600004
-,2025-01-31,PCI Hldg,JP3801470000
-,2025-01-31,Pharmarise Hldg,JP3802320006
-,2025-01-31,PHYZ Holdings,JP3802360002
-,2025-01-31,Piala,JP3801650007
-,2025-01-31,Pietro,JP3801590005
-,2025-01-31,Plant,JP3895000002
-,2025-01-31,Poplar,JP3856600006
-,2025-01-31,Punch Industry,JP3782950004
-,2025-01-31,R&D Computer,JP3968840003
-,2025-01-31,Rakumachi,JP3802340004
-,2025-01-31,RareJob,JP3979210006
-,2025-01-31,Resort Hldg,JP3884600002
-,2025-01-31,Rhythm Co,JP3974200002
-,2025-01-31,Right On,JP3965600004
-,2025-01-31,S Science,JP3359200007
-,2025-01-31,Sanden,JP3336400001
-,2025-01-31,Sanki Service,JP3325700007
-,2025-01-31,Sanko Metal Indl,JP3330800008
-,2025-01-31,Sanoyas Holdings,JP3322810007
-,2025-01-31,Sanritsu,JP3343400002
-,2025-01-31,Sansei Landic,JP3335000000
-,2025-01-31,Sanyo Homes,JP3337550002
-,2025-01-31,Sanyo Industries,JP3338000007
-,2025-01-31,Sata Constr,JP3319600007
-,2025-01-31,Satudora Holding,JP3319750000
-,2025-01-31,Sawafuji Elec,JP3323200000
-,2025-01-31,Saxa Inc,JP3471200000
-,2025-01-31,SCiNEX,JP3311350007
-,2025-01-31,Seed,JP3347000006
-,2025-01-31,Segue Group,JP3421350004
-,2025-01-31,Seiko Electric,JP3414900005
-,2025-01-31,Seiwa Elec Mfg,JP3418400002
-,2025-01-31,Semba,JP3426050005
-,2025-01-31,Shimane Bank,JP3357800006
-,2025-01-31,Shingakukai Hldg,JP3371900006
-,2025-01-31,Shinto Paint,JP3378600005
-,2025-01-31,Shinwa,JP3384730002
-,2025-01-31,Shinyei,JP3370400008
-,2025-01-31,Shobido,JP3360150001
-,2025-01-31,Shobunsha Hldg,JP3363800008
-,2025-01-31,Shoei Corp,JP3360100006
-,2025-01-31,Showcase,JP3360120004
-,2025-01-31,Shuei Yobiko,JP3359850009
-,2025-01-31,Signpost,JP3312170008
-,2025-01-31,Sincere,JP3376500009
-,2025-01-31,SK Japan,JP3162670008
-,2025-01-31,Smartvalue,JP3400090001
-,2025-01-31,SMN,JP3435770007
-,2025-01-31,SNT,JP3379600004
-,2025-01-31,Solxyz,JP3436400000
-,2025-01-31,Sonec,JP3435700004
-,2025-01-31,Sotoh,JP3434600007
-,2025-01-31,Sprix,JP3400020008
-,2025-01-31,Startia Holdings,JP3399270002
-,2025-01-31,STrust,JP3163350006
-,2025-01-31,Suminoe,JP3410200004
-,2025-01-31,Sunnexta Group,JP3713400004
-,2025-01-31,Sunny Side Up,JP3322500004
-,2025-01-31,Synchro Food,JP3372300008
-,2025-01-31,Sys Integrator,JP3350930008
-,2025-01-31,TAC,JP3467200006
-,2025-01-31,Taiheiyo Kohatsu,JP3448800007
-,2025-01-31,Taiko Bank,JP3441600008
-,2025-01-31,Taka-Q,JP3453600003
-,2025-01-31,Takadakiko,JP3457200008
-,2025-01-31,Takakita,JP3453200002
-,2025-01-31,Takano,JP3457750002
-,2025-01-31,Takashima,JP3455600001
-,2025-01-31,Takemoto Yohki,JP3463300008
-,2025-01-31,Takihyo,JP3462100003
-,2025-01-31,Tanaka,JP3468820000
-,2025-01-31,Taya,JP3472000003
-,2025-01-31,TBK,JP3588200000
-,2025-01-31,Tea Life,JP3539050009
-,2025-01-31,TEAC,JP3539200000
-,2025-01-31,Tear,JP3539150007
-,2025-01-31,Tecmira Hldg,JP3832370005
-,2025-01-31,Tecnos Japan,JP3545230009
-,2025-01-31,Temona,JP3545850004
-,2025-01-31,Ten Allied,JP3547200000
-,2025-01-31,teno.Holdings,JP3545820007
-,2025-01-31,Tigers Polymer,JP3440800005
-,2025-01-31,Titan Kogyo,JP3509000000
-,2025-01-31,TK Ichiban Foods,JP3570800007
-,2025-01-31,Toabo,JP3552170007
-,2025-01-31,Tobila Systems,JP3630000002
-,2025-01-31,Toell,JP3552240008
-,2025-01-31,Toho Acetylene,JP3599400003
-,2025-01-31,Tohoku Bank,JP3604200000
-,2025-01-31,Tohto Suisan,JP3596600001
-,2025-01-31,Tokai Senko,JP3564600009
-,2025-01-31,Tokai Soft,JP3564800005
-,2025-01-31,TOKYO KIKAI,JP3573400003
-,2025-01-31,Tokyo Theatres,JP3584200004
-,2025-01-31,Toli,JP3620600001
-,2025-01-31,Tomato Bank,JP3630500001
-,2025-01-31,Tomoe,JP3631400003
-,2025-01-31,Tomoegawa,JP3631000001
-,2025-01-31,Top Culture,JP3629250006
-,2025-01-31,Torigoe,JP3636200002
-,2025-01-31,TORQ,JP3301000000
-,2025-01-31,Tose,JP3552450003
-,2025-01-31,Totenko,JP3595800008
-,2025-01-31,Tottori Bank,JP3628600003
-,2025-01-31,Toumei,JP3606150005
-,2025-01-31,Toyama Bank,JP3632000000
-,2025-01-31,Toyo Denki Seizo,JP3617000009
-,2025-01-31,Toyo Logistics,JP3615400003
-,2025-01-31,Toyo MM,JP3609000009
-,2025-01-31,Toyo Shutter,JP3611400007
-,2025-01-31,Toyo Sugar Refng,JP3614600009
-,2025-01-31,Toyo Wharf&Whse,JP3619000007
-,2025-01-31,Tsudakoma,JP3533000000
-,2025-01-31,Tsukada Global H,JP3835670005
-,2025-01-31,Tsukamoto Corp,JP3531400004
-,2025-01-31,Tsunagu Group,JP3534100007
-,2025-01-31,TYK,JP3589400005
-,2025-01-31,Uchiyama Hldg,JP3157250006
-,2025-01-31,Ueki,JP3154400000
-,2025-01-31,Unicafe,JP3950820005
-,2025-01-31,VIA Holdings,JP3107200002
-,2025-01-31,Voltage,JP3855700005
-,2025-01-31,Wakamoto Pharm,JP3991200001
-,2025-01-31,Watts,JP3993950009
-,2025-01-31,Wavelock Holding,JP3687800007
-,2025-01-31,Wellnet,JP3155370004
-,2025-01-31,Willplus Hldg,JP3154270007
-,2025-01-31,WirelessGate,JP3990740007
-,2025-01-31,Witz,JP3159930001
-,2025-01-31,Wood One,JP3390600009
-,2025-01-31,XNET,JP3164430005
-,2025-01-31,Yamami,JP3943100002
-,2025-01-31,YamashitaHC Hldg,JP3936200009
-,2025-01-31,Yamato,JP3940800000
-,2025-01-31,Yamato Intl,JP3939600007
-,2025-01-31,YaMaYa,JP3943800007
-,2025-01-31,Yamazawa,JP3935800007
-,2025-01-31,Yasunaga,JP3932850005
-,2025-01-31,Yuken Kogyo,JP3948000009
-,2025-01-31,Yuki Gosei Kogyo,JP3946400003
-,2025-01-31,Zaoh,JP3345700003
-,2025-01-31,Zappallas,JP3345770006
-,2025-01-31,Zenitaka,JP3427800002
-,2025-01-30,Housecom,JP3765350008
-,2025-01-17,Agro Kanesho,JP3108200001
-,2025-01-17,Samty Holdings,JP3322980008
-,2025-01-16,Faith,JP3802690002
-,2025-01-15,MONEY PART GROUP,JP3869930002
-,2025-01-06,Descente,JP3548800006
+,2024-12-30,WA,JP3505990006
-,2024-12-27,Elematec,JP3457690000
-,2024-12-26,Trancom,JP3635650009
-,2024-12-18,Pasco,JP3781400001
-,2024-12-12,CDG,JP3347020004
-,2024-12-10,Ishii Iron Works,JP3134400005
-,2024-12-05,Fancl,JP3802670004
-,2024-12-04,Alps Logistics,JP3126450000
+,2024-11-29,Intermestic,JP3152840009
+,2024-11-29,Rigaku Holdings,JP3969750003
+,2024-11-29,Tokyo Metro,JP3583900000
-,2024-11-28,Inageya,JP3145200006
+,2024-10-31,CELSYS,JP3100260003
+,2024-10-31,Genova,JP3386840007
+,2024-10-31,PKSHA Technology,JP3780050005
-,2024-10-25,Tatsuta Elec W&C,JP3467400002
-,2024-10-23,Mimasu Semicon,JP3907200004
-,2024-10-07,CI Takiron,JP3462200001
-,2024-10-01,NC Holdings,JP3165100003
+,2024-10-01,Shimadaya,JP3356550008
-,2024-09-27,C&F Logistics HD,JP3346180007
-,2024-09-24,Infocom,JP3153450006
-,2024-09-24,Japan Foods,JP3389650007
-,2024-09-17,Nagatanien Hldg,JP3648200008
+,2024-08-30,Macbee Planet,JP3862970005
+,2024-08-30,Sunwels,JP3324410004
-,2024-08-29,Iwatsu Electric,JP3150400004
-,2024-08-29,S Line Group,JP3164000006
-,2024-08-15,JASTEC,JP3388400008
-,2024-08-09,SB Technology,JP3436150001
-,2024-08-07,Roland DG Corp,JP3983450002
-,2024-07-29,Kansai Food,JP3227900002
-,2024-07-09,Lawson,JP3982100004
-,2024-06-25,Snow Peak,JP3399770001
-,2024-06-20,Soshin Electric,JP3432400004
-,2024-06-11,JSR,JP3385980002
-,2024-05-29,Welbe,JP3155390002
-,2024-05-22,YSK,JP3930100007
-,2024-05-21,Outsourcing,JP3105270007
-,2024-05-16,Glosel,JP3130600004
-,2024-05-08,Benesse Hldg,JP3835620000
-,2024-05-07,Benefit One,JP3835630009
-,2024-04-01,Ryosan,JP3975400007
-,2024-04-01,Ryoyo Electro,JP3976600001
+,2024-04-01,Ryoyo Ryosan Hld,JP3975410006
-,2024-04-01,T&K Toka,JP3538570007
-,2024-03-25,Taisho Pharma HD,JP3442850008
-,2024-03-21,Tokyo Rakutenchi,JP3589800006
-,2024-03-08,CMIC Holdings,JP3359000001
-,2024-02-29,JBR System,JP3389670005
+,2024-01-31,Furuya Metal,JP3828850002
+,2024-01-31,Visional,JP3800270005
-,2024-01-25,SI&C,JP3350940007
-,2024-01-18,Takisawa,JP3461800009
-,2024-01-16,Cyber Com,JP3311510006
-,2024-01-16,Cybernet Systems,JP3311570000
-,2024-01-16,VINX,JP3159980006
+,2023-12-29,CareNet,JP3277550004
-,2023-12-11,Keiyo,JP3277400002
-,2023-12-07,Daiken Corp,JP3482600008
-,2023-12-06,Seiko PMC,JP3746900004
+,2023-11-30,CellSource,JP3423580004
+,2023-11-30,Kasumigaseki Cap,JP3211050004
+,2023-11-30,Kokusai Electric,JP3293330001
-,2023-11-29,Toshiba,JP3592200004
-,2023-11-20,ITOCHU Tech-Solu,JP3143900003
+,2023-10-31,FP Partner,JP3167010002
+,2023-10-31,I-ne,JP3100680002
-,2023-10-19,Meldia,JP3324700008
-,2023-10-02,NPR,JP3747400004
+,2023-10-02,NPR-Riken,JP3970700005
-,2023-10-02,Riken,JP3970600007
+,2023-09-29,M&A RsrchInst HD,JP3167370000
-,2023-09-29,PC Depot,JP3801520002
-,2023-09-27,Arteria Networks,JP3126240005
+,2023-08-31,Plus Alpha Cnslt,JP3832700003
-,2023-08-31,SBI Shinsei Bank,JP3729000004
-,2023-08-30,ArclandServ Hldg,JP3100090004
+,2023-07-31,Anycolor,JP3164780003
+,2023-07-31,Lifedrink,JP3966680005
-,2023-07-28,Interworks,JP3152870006
+,2023-07-28,Interworks Confi,JP3306470000
-,2023-07-11,Relia,JP3922200005
+,2023-06-30,Zuiko,JP3411900008
-,2023-06-08,Nippon Steel Tra,JP3681000000
+,2023-05-31,Rakuten Bank,JP3967220009
-,2023-05-30,Nagano Bank,JP3648300006
-,2023-05-26,Iwasaki Elec Co,JP3150800005
-,2023-05-23,WOW World Grp,JP3990810008
-,2023-05-11,KanematsuSustech,JP3217600000
+,2023-04-28,Amvis Holdings,JP3128660002
+,2023-04-28,Nxera Pharma,JP3431300007
-,2023-04-06,Kanematsu Elec,JP3217200009
-,2023-04-06,Nissin Electric,JP3677600003
+,2023-03-31,Axxzia,JP3108220009
-,2023-03-14,Nichi-Iko Pharma,JP3687200000
-,2023-02-27,Nidec OKK,JP3180800009
-,2023-02-24,Conexio,JP3104870005
-,2023-02-22,Sumitomo Preci,JP3405800008
-,2023-02-08,L Management,JP3791200003
-,2023-02-01,Plenus,JP3833700002
+,2023-01-31,Appier Group,JP3160960005
+,2023-01-31,Chubu Stl Plate,JP3524600008
+,2023-01-31,Daiei Kankyo,JP3480470008
+,2023-01-31,Sun*,JP3323800007
-,2023-01-13,Totoku Electric,JP3586200002
-,2023-01-04,Kito,JP3240800007
+,2022-12-30,Medley JP,JP3921310003
-,2022-12-23,Daiohs,JP3480520000
-,2022-12-15,Proterial,JP3786200000
-,2022-12-02,All Ads,JP3758220002
+,2022-11-30,Socionext,JP3433500000
-,2022-11-24,HTK,JP3854650003
-,2022-11-04,Uniden Hldg,JP3952000002
-,2022-10-18,Shimadzu D,JP3678100003
-,2022-10-13,PiPEDO HD,JP3780550004
-,2022-10-03,Aichi Bank,JP3103000000
+,2022-10-03,Aichi FG,JP3104790005
-,2022-10-03,Chukyo Bank,JP3520000005
-,2022-08-30,Shin-Keisei,JP3372400006
+,2022-07-29,Mercari,JP3921290007
-,2022-07-27,KWE,JP3262900008
-,2022-06-03,I-O Data Device,JP3100750003
-,2022-05-19,Jalux,JP3390250003
+,2022-04-28,Bewith,JP3799670009
-,2022-04-27,Hohsui,JP3839400003
-,2022-04-25,Hinokiya Group,JP3792100004
-,2022-04-13,SoldOut,JP3433050006
-,2022-04-04,Daibiru,JP3497200000
-,2022-04-01,Aomori Michinoku,JP3106000007
-,2022-04-01,Michinoku Bank,JP3888000001
+,2022-04-01,Procrea Hldg,JP3833850005
+,2022-03-18,Loadstar Capital,JP3982600003
-,2022-03-10,Space Value Hldg,JP3400060004
-,2022-03-08,Isolite,JP3140800008
-,2022-03-03,Nippo,JP3750200002
-,2022-02-14,EduLab,JP3164480000
-,2022-02-04,Utoc,JP3157600002
-,2022-02-02,Grace Technology,JP3274260003
+,2022-01-31,Net Prtctn Hldg,JP3758270007
-,2022-01-19,eBook Initiative,JP3130820008
-,2022-01-18,TOPPAN Edge,JP3629200001
-,2022-01-04,Only,JP3203200005
+,2021-12-27,Fast Fitness JP,JP3802390009
+,2021-11-30,PHC Holdings,JP3801300009
+,2021-11-29,JMDC,JP3386690006
-,2021-11-15,Sakai Ovex,JP3312600004
-,2021-10-29,GCA,JP3386390003
+,2021-10-29,Simplex Holdings,JP3383270000
-,2021-10-01,Furusato Inds,JP3828000004
+,2021-10-01,Infroneer,JP3153850007
-,2021-10-01,Maeda,JP3861200008
-,2021-10-01,Maeda Road,JP3861600009
-,2021-10-01,Maruka,JP3873000008
+,2021-10-01,Maruka Furusato,JP3828100002
-,2021-10-01,Takeei,JP3462680004
+,2021-10-01,TREHD,JP3538540000
-,2021-09-29,Cocokarafine GP,JP3297330007
-,2021-09-13,AOI TYO Holdings,JP3105330009
-,2021-09-06,Japan Asia Group,JP3385840008
-,2021-09-02,EPS Hldg,JP3130770005
-,2021-08-31,Oliver,JP3200600009
-,2021-08-03,Funai Group,JP3825850005
-,2021-07-28,Biofermin Pharm,JP3799800002
